ID	NA-
CIAO3	60.125
CIAPIN1	15.5285
CIART	0.0671
CIB1	28.7571
CIB2	18.4272
CIB3	119.9315
CIB4	23.239
CIBAR1	0
CIBAR2	20.9984
CIC	2.0112
CIDEA	71.352
CIDEB	36.3909
CIDEC	3.4152
CIITA	0
CILK1	255.9187
CILP	19.167
CILP2	2.653
CINP	342.5577
CIP2A	0.3042
CIPC	2171.4928
CIR1	1.2313
CIRBP	28.5124
CISD1	1060.5033
CISD2	0.3558
CISD3	0
CISH	6.5807
CIT	9.7215
CITED1	271.0326
CITED2	23.452
CITED4	3.1843
CIZ1	65.325
CKAP2	5.7493
CKAP2L	11.4054
CKAP4	4.1847
CKAP5	47.2094
CKB	1.5069
CKLF	0
CKLF-CMTM1	0
CKM	5.5637
CKMT1A	0
CKMT1B	0
CKMT2	11.7177
CKS1B	9.3187
CKS2	1.0986
CLASP1	4.1842
CLASP2	2.5537
CLASRP	0.0977
CLBA1	0.1293
CLC	38.0309
CLCA1	35.5274
CLCA2	4.4529
CLCA4	11.7768
CLCC1	0.7058
CLCF1	11.0727
CLCN1	5.4927
CLCN2	120.1418
CLCN3	0.3102
CLCN4	74.8088
CLCN5	1584.8665
CLCN6	9.9889
CLCN7	5.9861
CLCNKA	2.4238
CLCNKB	142.3832
CLDN1	5.5989
CLDN10	5.8827
CLDN11	13.8104
CLDN12	8.2345
CLDN14	0
CLDN15	11.1188
CLDN16	0.0464
CLDN17	151.6737
CLDN18	76.3335
CLDN19	0
CLDN2	0.0314
CLDN20	26.2254
CLDN22	0
CLDN23	0.9398
CLDN24	0.387
CLDN25	0.3722
CLDN3	3.6818
CLDN34	0.0863
CLDN4	0
CLDN5	0.5823
CLDN6	0.0314
CLDN7	30.7084
CLDN8	7.0798
CLDN9	20.6289
CLDND1	0.9441
CLDND2	21.7532
CLEC10A	93.2395
CLEC11A	25.5231
CLEC12A	116.9318
CLEC12B	0
CLEC14A	33.0047
CLEC16A	0.8081
CLEC17A	0.0702
CLEC18A	26.4342
CLEC18B	13.3003
CLEC18C	2.0032
CLEC19A	0
CLEC1A	0.6912
CLEC1B	15.1413
CLEC20A	0.9635
CLEC2A	1.0823
CLEC2B	13.8425
CLEC2D	176.6675
CLEC2L	0
CLEC3A	9.9935
CLEC3B	0.0785
CLEC4A	17.792
CLEC4C	23.961
CLEC4D	0
CLEC4E	0.3671
CLEC4F	16.1723
CLEC4G	75.1171
CLEC4M	92.5174
CLEC5A	0
CLEC6A	0.1862
CLEC7A	0.3196
CLEC9A	0
CLECL1	0
CLGN	23.2421
CLHC1	13.3041
CLIC1	7.7157
CLIC2	33.2437
CLIC3	11.295
CLIC4	0
CLIC5	0.3344
CLIC6	21.3145
CLINT1	15.6859
CLIP1	9.7578
CLIP2	57.879
CLIP3	131.5979
CLIP4	32.7508
CLK1	109.4596
CLK2	5.9431
CLK3	0.1344
CLK4	1.1483
CLMN	26.4048
CLMP	190.669
CLN3	0.5665
CLN5	1.319
CLN6	29.0394
CLN8	1.4348
CLNK	2.739
CLNS1A	3.3567
CLOCK	50.31
CLP1	0.7817
CLPB	1.0685
CLPP	51.8075
CLPS	27.0868
CLPSL1	5.5732
CLPSL2	15.0452
CLPTM1	3.2501
CLPTM1L	46.8827
CLPX	4.3003
CLRN1	3.0335
CLRN2	0.0995
CLRN3	0.5183
CLSPN	440.749
CLSTN1	12.854
CLSTN2	18.1057
CLSTN3	9.7888
CLTA	4.8127
CLTB	58.4499
CLTC	0.2843
CLTCL1	35.9526
CLTRN	4.9725
CLU	25.5906
CLUAP1	31.7298
CLUH	272.7308
CLUL1	0.0796
CLVS1	54.1691
CLVS2	44.0652
CLYBL	86.4131
CMA1	13.5384
CMAS	81.0371
CMBL	5.9108
CMC1	0
CMC2	19.482
CMC4	0
CMIP	0.6098
CMKLR1	0
CMPK1	3.3231
CMPK2	12.3423
CMSS1	9.4623
CMTM1	102.6899
CMTM2	0.2374
CMTM3	13.1704
CMTM4	0.0749
CMTM5	0
CMTM6	12.1679
CMTM7	11.7192
CMTM8	0
CMTR1	17.3665
CMTR2	0
CMYA5	47.985
CNBD1	0
CNBD2	4.8903
CNBP	67.7719
CNDP1	0.1753
CNDP2	12.2354
CNEP1R1	0.0745
CNFN	15.6031
CNGA1	13.0565
CNGA2	15.8638
CNGA3	0.2781
CNGA4	27.9528
CNGB1	33.8245
CNGB3	2.2607
CNIH1	25.206
CNIH2	11.5061
CNIH3	27.8193
CNIH4	117.3817
CNKSR1	29.5984
CNKSR2	22.7658
CNKSR3	80.2623
CNMD	0.0138
CNN1	42.1554
CNN2	78.4386
CNN3	16.5323
CNNM1	7.7949
CNNM2	240.3085
CNNM3	0.039
CNNM4	3.0081
CNOT1	26.2925
CNOT10	15.8649
CNOT11	84.1355
CNOT2	11.5223
CNOT3	6.3332
CNOT4	73.9585
CNOT6	17.0736
CNOT6L	32.1751
CNOT7	1.2606
CNOT8	117.5342
CNOT9	19.5215
CNP	18.9508
CNPPD1	5.1606
CNPY1	44.1062
CNPY2	0
CNPY3	3.5346
CNPY4	4.6284
CNR1	0.9848
CNR2	0.0437
CNRIP1	37.4845
CNST	6.6134
CNTD1	0
CNTF	0
CNTFR	22.8134
CNTLN	0.3536
CNTN1	0.5615
CNTN2	0
CNTN3	51.3458
CNTN4	21.4937
CNTN5	86.8556
CNTN6	28.6368
CNTNAP1	65.7582
CNTNAP2	0.0203
CNTNAP3	4.6219
CNTNAP3B	1.1586
CNTNAP3C	0
CNTNAP4	13.6494
CNTNAP5	3.3173
CNTRL	254.699
CNTROB	0.4974
COA1	352.2887
COA3	0.4327
COA4	0.4453
COA5	23.7989
COA6	0.0435
COA7	0.8993
COA8	0.2369
COASY	26.4238
COBL	51.3237
COBLL1	14.0094
COCH	104.579
COG1	2.995
COG2	17.0965
COG3	22.3095
COG4	14.2554
COG5	13.1907
COG6	2.765
COG7	0
COG8	0.4422
COIL	21.9459
COL10A1	20.353
COL11A1	5.2012
COL11A2	65.5467
COL12A1	68.3208
COL13A1	63.2475
COL14A1	5.9358
COL15A1	0
COL16A1	2.577
COL17A1	28.6768
COL18A1	0
COL19A1	20.4793
COL1A1	53.3624
COL1A2	3.3158
COL20A1	3.9959
COL21A1	0.1948
COL22A1	0.1679
COL23A1	6.8492
COL24A1	0
COL25A1	4.5779
COL26A1	11.4183
COL27A1	6.9898
COL28A1	0.0862
COL2A1	0.564
COL3A1	31.1412
COL4A1	0
COL4A2	32.4645
COL4A3	25.9173
COL4A4	9.8347
COL4A5	0.1348
COL4A6	1.0158
COL5A1	0.9695
COL5A2	51.1513
COL5A3	0
COL6A1	17.9101
COL6A2	309.5648
COL6A3	25.6813
COL6A5	0.3188
COL6A6	35.1645
COL7A1	40.6064
COL8A1	0
COL8A2	0.7541
COL9A1	1.2362
COL9A2	8.5973
COL9A3	1.0979
COLCA2	0
COLEC10	0.9601
COLEC11	26.0147
COLEC12	2.067
COLGALT1	306.7511
COLGALT2	30.6049
COLQ	0
COMMD1	30.62
COMMD10	0.365
COMMD2	12.3346
COMMD3	2.9112
COMMD3-BMI1	26.0397
COMMD4	0.4355
COMMD5	86.5127
COMMD6	3.1425
COMMD7	9.142
COMMD8	8.2238
COMMD9	13.3227
COMP	0.0218
COMT	2.8594
COMTD1	9.0395
COP1	0.1787
COPA	0
COPB1	32.278
COPB2	1.0466
COPE	23.3928
COPG1	0.2901
COPG2	0.6239
COPRS	6.3076
COPS2	32.2852
COPS3	5.5153
COPS4	0.3286
COPS5	0.5636
COPS6	37.3009
COPS7A	1.443
COPS7B	0.0449
COPS8	2.1519
COPS9	0.2987
COPZ1	0.4989
COPZ2	6.1477
COQ10A	36.8742
COQ10B	0
COQ2	3.4334
COQ3	44.5124
COQ4	54.9452
COQ5	5.5708
COQ6	23.5256
COQ7	19.2721
COQ8A	4.4143
COQ8B	43.8248
COQ9	63.5311
CORIN	5.0081
CORO1A	29.0428
CORO1B	0.0616
CORO1C	30.4638
CORO2A	16.4513
CORO2B	31.2715
CORO6	7.9323
CORO7	2.8425
CORO7-PAM16	11.4395
CORT	79.9722
COTL1	46.7973
COX10	16.4074
COX11	8.0907
COX14	31.0312
COX15	3.8756
COX16	1.1834
COX17	23.7877
COX18	0.2719
COX19	0.2172
COX20	0
COX4I1	38.415
COX4I2	48.785
COX5A	1.269
COX5B	66.8719
COX6A1	43.3954
COX6A2	5.0851
COX6B1	127.1543
COX6B2	63.9244
COX6C	0.1456
COX7A1	5.8934
COX7A2	22.866
COX7A2L	2.9224
COX7B	0
COX7B2	6.6543
COX7C	10.2078
COX8A	0
COX8C	1.5852
CP	52.8348
CPA1	58.9331
CPA2	6.0219
CPA3	21.0648
CPA4	1.4238
CPA5	6.3662
CPA6	0.0278
CPAMD8	51.8169
CPB1	0.0173
CPB2	0.0728
CPD	27.9287
CPE	2.6157
CPEB1	0
CPEB2	27.2806
CPEB3	46.9668
CPEB4	1.4038
CPED1	1.6092
CPHXL	0
CPLANE1	1.2724
CPLANE2	0.0211
CPLX1	109.0674
CPLX2	2.7121
CPLX3	67.8467
CPLX4	5.061
CPM	3.5258
CPN1	25.1653
CPN2	0.8144
CPNE1	0.1499
CPNE2	6.3947
CPNE3	86.7557
CPNE4	0.5726
CPNE5	11.546
CPNE6	4.7274
CPNE7	5.9622
CPNE8	4.5135
CPNE9	0.7423
CPO	2.3907
CPOX	0.1944
CPPED1	13.281
CPQ	59.369
CPS1	14.5071
CPSF1	0
CPSF2	226.4619
CPSF3	20.7453
CPSF4	71.7518
CPSF4L	8.6627
CPSF6	12.5447
CPSF7	0
CPT1A	1.9564
CPT1B	2262.2459
CPT1C	27.565
CPT2	0.2981
CPTP	0
CPVL	2.9003
CPXCR1	1.7594
CPXM1	16.2526
CPXM2	5.7445
CPZ	7.9172
CR1	2.6143
CR1L	0
CR2	165.9189
CR589904.2	0.3976
CRABP1	0.4175
CRABP2	169.6838
CRACD	398.755
CRACDL	0.1185
CRACR2A	57.2199
CRACR2B	2.9191
CRADD	0.2088
CRAMP1	3.227
CRAT	13.6695
CRB1	0
CRB2	150.9734
CRB3	14.1866
CRBN	57.6011
CRCP	0.1283
CRCT1	26.0106
CREB1	20.606
CREB3	0.1963
CREB3L1	0.7557
CREB3L2	52.3534
CREB3L3	0.349
CREB3L4	5.7129
CREB5	5.1986
CREBBP	12.0384
CREBL2	1.5898
CREBRF	1.336
CREBZF	35.3573
CREG1	62.5217
CREG2	12.5632
CRELD1	22.8806
CRELD2	2.3057
CREM	6.59
CRH	44.3602
CRHBP	4.9968
CRHR1	83.6565
CRHR2	6.9714
CRIM1	34.8429
CRIP1	0.2647
CRIP2	0
CRIP3	0.0366
CRIPT	60.0567
CRISP1	13.9702
CRISP2	0
CRISP3	1.346
CRISPLD1	4.3141
CRISPLD2	1.4441
CRK	45.1349
CRKL	13.6295
CRLF1	1.6251
CRLF2	33.5353
CRLF3	5.358
CRLS1	23.0437
CRMP1	275.6385
CRNKL1	165.0489
CRNN	0.3462
CROCC	376.1187
CROCC2	2.7951
CROT	0.6459
CRP	78.858
CRPPA	3.9113
CRTAC1	0.3404
CRTAM	141.5925
CRTAP	51.108
CRTC1	9.5666
CRTC2	231.918
CRTC3	0.1095
CRX	58.8891
CRY1	31.2341
CRY2	13.8853
CRYAA	18.1403
CRYAA2	24.5629
CRYAB	17.8163
CRYBA1	0
CRYBA2	2.0554
CRYBA4	5.7291
CRYBB1	16.9729
CRYBB2	0
CRYBB3	8.9152
CRYBG1	20.9376
CRYBG2	11.6338
CRYBG3	9.0688
CRYGA	13.4404
CRYGB	78.3108
CRYGC	3.026
CRYGD	0.4073
CRYGN	67.9138
CRYGS	0.3689
CRYL1	60.7089
CRYM	15.877
CRYZ	26.0943
CRYZL1	0.7638
CS	0.0646
CSAD	30.1875
CSAG1	0
CSAG2	0
CSAG3	9.0522
CSDC2	2.2448
CSDE1	8.3888
CSE1L	30.212
CSF1	1.0719
CSF1R	0
CSF2	0.3665
CSF2RA	0.2922
CSF2RB	9.2178
CSF3	1453.2722
CSF3R	10.2529
CSGALNACT1	95.1599
CSGALNACT2	0
CSH1	51.7645
CSH2	0.7655
CSHL1	0
CSK	33.3248
CSKMT	0
CSMD1	0.7049
CSMD2	3.4721
CSMD3	2.0293
CSN1S1	0.6015
CSN2	10.0265
CSN3	42.3044
CSNK1A1	37.3866
CSNK1A1L	22.3558
CSNK1D	0.8161
CSNK1E	0.0874
CSNK1G1	2490.6517
CSNK1G2	22.5231
CSNK1G3	3.9158
CSNK2A1	8.0461
CSNK2A2	1.8155
CSNK2A3	1.1224
CSNK2B	2.1573
CSNKA2IP	18.4261
CSPG4	0.8755
CSPG5	108.9026
CSPP1	20.2864
CSRNP1	1.407
CSRNP2	28.4222
CSRNP3	0.2024
CSRP1	12.8222
CSRP2	338.2749
CSRP3	3.5931
CST1	9.9451
CST11	11.3844
CST2	0.5056
CST3	353.6916
CST4	0
CST5	134.7268
CST6	0.0651
CST7	0
CST8	34.0347
CST9	0
CST9L	40.4042
CSTA	2.2814
CSTB	1.4171
CSTF1	2.787
CSTF2	9.4787
CSTF2T	0.8256
CSTF3	75.8557
CSTL1	129.1549
CT45A1	0
CT45A10	0
CT45A2	0
CT45A3	0
CT45A5	0
CT45A6	0
CT45A7	0.0679
CT45A8	0
CT45A9	1.6534
CT47A1	0
CT47A10	0.2795
CT47A11	0.3727
CT47A12	0
CT47A2	0.028
CT47A3	0
CT47A4	0
CT47A5	0.2666
CT47A6	0
CT47A7	0.5584
CT47A8	0
CT47A9	0
CT47B1	0
CT55	6.644
CT83	0
CTAG1A	0
CTAG1B	29.8644
CTAG2	15.6074
CTAGE1	2.3556
CTAGE15	0
CTAGE4	0.1041
CTAGE6	0
CTAGE8	12.2298
CTAGE9	0.6175
CTBP1	0.2687
CTBP2	0.0228
CTBS	33.7305
CTC1	30.2617
CTCF	1.8325
CTCFL	13.1522
CTDNEP1	0.2301
CTDP1	19.6611
CTDSP1	5.3228
CTDSP2	0
CTDSPL	56.1082
CTDSPL2	6.8329
CTF1	0
CTH	0.462
CTHRC1	4.082
CTIF	23.0525
CTLA4	0
CTNNA1	14.5696
CTNNA2	25.8221
CTNNA3	3.1779
CTNNAL1	36.079
CTNNB1	13.1717
CTNNBIP1	10.0994
CTNNBL1	35.3042
CTNND1	0.5257
CTNND2	16.9948
CTNS	2.3706
CTPS1	0.8631
CTPS2	0.0357
CTR9	2.0459
CTRB1	3.6717
CTRB2	4.8037
CTRC	81.4815
CTRL	0.0882
CTSA	0.1845
CTSB	0
CTSC	0.0774
CTSD	21.4196
CTSE	39.4101
CTSF	14.1129
CTSG	34.0215
CTSH	2.0443
CTSK	14.4079
CTSL	51.3177
CTSO	2.8288
CTSS	0.0586
CTSV	243.2697
CTSW	6.8887
CTSZ	33.539
CTTN	11.6037
CTTNBP2	40.4669
CTTNBP2NL	13.3055
CTU1	3616.9275
CTU2	32.8451
CTXN1	42.1541
CTXN2	771.6175
CTXN3	25.922
CTXND1	0
CTXND2	0.0439
CU639417.1	0
CUBN	25.6088
CUEDC1	0.7403
CUEDC2	21.4374
CUL1	16.4874
CUL2	71.3043
CUL3	2.7002
CUL4A	5.0643
CUL4B	4.3038
CUL5	11.5962
CUL7	37.5522
CUL9	30.9055
CUTA	0.1147
CUTC	106.9979
CUX1	0
CUX2	67.0117
CUZD1	0.3191
CWC15	0
CWC22	1.9082
CWC25	0
CWC27	10.47
CWF19L1	21.3965
CWF19L2	7.5096
CWH43	0.1617
CX3CL1	39.8434
CX3CR1	2.1043
CXADR	52.0883
CXCL1	46.6135
CXCL10	23.1146
CXCL11	53.2375
CXCL12	9.065
CXCL13	0.6935
CXCL14	3.3226
CXCL16	4.8005
CXCL17	17.2431
CXCL2	21.9144
CXCL3	56.0385
CXCL5	78.0732
CXCL6	0
CXCL8	14.8994
CXCL9	0.7705
CXCR1	0.7457
CXCR2	4.8923
CXCR3	2.5335
CXCR4	2.4923
CXCR5	85.1244
CXCR6	0
CXorf21	1.2844
CXorf38	0.3702
CXorf49	0
CXorf49B	0.2554
CXorf51A	0
CXorf51B	7.1992
CXorf56	40.1745
CXorf58	18.9026
CXorf65	0.9441
CXorf66	0.2272
CXXC1	15.7209
CXXC4	89.9783
CXXC5	0.4886
CYB561	0.4611
CYB561A3	5.031
CYB561D1	28.6986
CYB561D2	4.4076
CYB5A	105.4626
CYB5B	10.2182
CYB5D1	26.8163
CYB5D2	4.247
CYB5R1	451.6142
CYB5R2	0
CYB5R3	421.2028
CYB5R4	24.354
CYB5RL	0.3374
CYBA	12.5241
CYBB	117.8933
CYBC1	1.7639
CYBRD1	193.8521
CYC1	0.249
CYCS	0
CYFIP1	0
CYFIP2	72.4527
CYGB	24.0338
CYHR1	0.1259
CYLC1	3.8288
CYLC2	1.6443
CYLD	9.2532
CYP11A1	3.7278
CYP11B1	5.0027
CYP11B2	0.055
CYP17A1	0.2617
CYP19A1	17.0193
CYP1A1	6.6845
CYP1A2	1.2542
CYP1B1	69.429
CYP20A1	0.0232
CYP21A2	0.366
CYP24A1	0.7013
CYP26A1	28.8767
CYP26B1	32.3489
CYP26C1	0
CYP27A1	14.3782
CYP27B1	442.942
CYP27C1	3.5461
CYP2A13	21.5645
CYP2A6	1.3779
CYP2A7	0
CYP2B6	15.7013
CYP2C18	3.0558
CYP2C19	4.4834
CYP2C8	11.1978
CYP2C9	78.802
CYP2D6	0.042
CYP2E1	170.1837
CYP2F1	0.0368
CYP2J2	36.0692
CYP2R1	0
CYP2S1	1.7368
CYP2U1	51.5443
CYP2W1	21.4171
CYP39A1	0.5915
CYP3A4	0.1075
CYP3A43	45.2867
CYP3A5	3.1494
CYP3A7	5.7284
CYP3A7-CYP3A51P	0.2781
CYP46A1	31.9785
CYP4A11	0
CYP4A22	64.5343
CYP4B1	28.7812
CYP4F11	0.2133
CYP4F12	0
CYP4F2	0.5595
CYP4F22	2.2323
CYP4F3	57.5972
CYP4F8	0
CYP4V2	1.34
CYP4X1	9.7099
CYP4Z1	0
CYP51A1	13.7968
CYP7A1	0.5087
CYP7B1	9.3286
CYP8B1	0.1078
CYREN	11.6778
CYRIA	7.7942
CYRIB	6.7616
CYS1	0.0347
CYSLTR1	0.5513
CYSLTR2	12.7437
CYSRT1	1.6504
CYSTM1	17.67
CYTH1	8.2783
CYTH2	8.3618
CYTH3	49.8725
CYTH4	9.9989
CYTIP	11.1578
CYTL1	60.9749
CYYR1	35.6609
CZIB	0.1702
D2HGDH	5.2579
DAAM1	2.9829
DAAM2	0.0472
DAB1	81.2288
DAB2	13.5567
DAB2IP	0.4408
DACH1	0
DACH2	28.2485
DACT1	0.6313
DACT2	29.1802
DACT3	0
DAD1	12.5411
DAG1	11.5764
DAGLA	0.2
DAGLB	0.2656
DALRD3	0.1898
DAND5	184.5056
DAO	45.5159
DAOA	0.0358
DAP	9.0774
DAP3	22.5391
DAPK1	1.249
DAPK2	13.9736
DAPK3	1.8757
DAPL1	2.3262
DAPP1	16.3839
DARS1	11.9582
DARS2	9.1898
DAW1	18.8188
DAXX	0
DAZ1	0
DAZ2	0.5079
DAZ3	0.0674
DAZ4	0
DAZAP1	126.5319
DAZAP2	0
DAZL	38.2613
DBF4	4.6583
DBF4B	55.5611
DBH	15.8028
DBI	3.8871
DBN1	12.9545
DBNDD1	112.0399
DBNDD2	1.5671
DBNL	89.182
DBP	0.181
DBR1	10.2241
DBT	7.0299
DBX1	27.4154
DBX2	0.0477
DCAF1	0.1505
DCAF10	0.0344
DCAF11	0.0475
DCAF12	0.2397
DCAF12L1	4.089
DCAF12L2	0.8703
DCAF13	1.3012
DCAF15	26.8788
DCAF16	1.9995
DCAF17	56.9079
DCAF4	2.1685
DCAF4L1	0
DCAF4L2	8.566
DCAF5	7.0403
DCAF6	7.2711
DCAF7	31.7486
DCAF8	85.2276
DCAF8L1	0
DCAF8L2	14.2817
DCAKD	11.1595
DCANP1	0
DCBLD1	69.0806
DCBLD2	15.3244
DCC	7.7739
DCD	0.0919
DCDC1	0
DCDC2	0.9224
DCDC2B	1.8429
DCDC2C	0.759
DCHS1	0
DCHS2	59.9268
DCK	0.3939
DCLK1	82.8113
DCLK2	4.5099
DCLK3	28.5805
DCLRE1A	226.5887
DCLRE1B	1.2001
DCLRE1C	3.0869
DCN	90.1675
DCP1A	0
DCP1B	0.0873
DCP2	1.5444
DCPS	55.072
DCST1	85.2006
DCST2	358.1754
DCSTAMP	73.1181
DCT	15.3688
DCTD	0.242
DCTN1	0.1278
DCTN2	23.7619
DCTN3	0
DCTN4	35.8683
DCTN5	14.2064
DCTN6	13.6426
DCTPP1	19.7134
DCUN1D1	0.0542
DCUN1D2	19.8995
DCUN1D3	121.8274
DCUN1D4	18.5825
DCUN1D5	59.6537
DCX	41.1009
DCXR	0
DDA1	12.1661
DDAH1	6.1184
DDAH2	0
DDB1	170.6589
DDB2	0.2654
DDC	15.8308
DDHD1	15.7699
DDHD2	31.27
DDI1	0.4869
DDI2	0.059
DDIAS	19.5896
DDIT3	12.8344
DDIT4	0.0502
DDIT4L	0
DDN	24.6569
DDO	0.5812
DDOST	0
DDR1	0.5462
DDR2	1.0626
DDRGK1	11.9786
DDT	9.0584
DDTL	0.286
DDX1	36.7765
DDX10	0.0419
DDX11	12.6317
DDX17	0.2655
DDX18	9.3677
DDX19A	0.1595
DDX19B	13.9281
DDX20	44.3127
DDX21	3.9644
DDX23	149.1131
DDX24	95.0217
DDX25	2.374
DDX27	3.5431
DDX28	4.426
DDX31	21.6869
DDX39A	1.7218
DDX39B	9.9329
DDX3X	0
DDX3Y	21.1775
DDX4	9.426
DDX41	0
DDX42	0.2566
DDX43	111.8511
DDX46	4.8379
DDX47	0.1479
DDX49	19.9242
DDX5	16.3984
DDX50	169.2818
DDX51	0
DDX52	0
DDX53	6.9705
DDX54	10.0264
DDX55	5.5912
DDX56	38.5098
DDX58	66.489
DDX59	15.0462
DDX6	48.9618
DDX60	119.8073
DDX60L	0.5008
DEAF1	0.1427
DECR1	0.252
DECR2	0
DEDD	128.6386
DEDD2	0.0903
DEF6	8.8406
DEF8	1663.1944
DEFA1	0.0272
DEFA1B	0.0585
DEFA3	0.1467
DEFA4	72.3725
DEFA5	0.0515
DEFA6	28.5799
DEFB1	32.3798
DEFB103A	0
DEFB103B	0
DEFB104A	0.2417
DEFB104B	0.3125
DEFB105A	0.6969
DEFB105B	0
DEFB106A	4.0912
DEFB106B	0.0849
DEFB107A	0
DEFB107B	18.9287
DEFB108B	1.9445
DEFB110	196.9165
DEFB112	0
DEFB113	0
DEFB114	73.3551
DEFB115	0
DEFB116	0.3275
DEFB118	11.5992
DEFB119	0.1307
DEFB121	0.8251
DEFB123	46.87
DEFB124	12.1416
DEFB125	0.1258
DEFB126	3.1511
DEFB127	7.4495
DEFB128	0
DEFB129	19.6156
DEFB130A	0
DEFB130B	0
DEFB131A	6.6427
DEFB131B	0
DEFB132	5.2804
DEFB133	0
DEFB134	0
DEFB135	3.4009
DEFB136	4.5843
DEFB4A	24.6949
DEFB4B	0.229
DEGS1	28.5199
DEGS2	1.6357
DEK	24.1944
DELE1	9.1817
DENND10	16.2565
DENND11	0.0314
DENND1A	32.8763
DENND1B	1.4857
DENND1C	0
DENND2A	0.2105
DENND2B	1.5827
DENND2C	12.3999
DENND2D	21.628
DENND3	189.0605
DENND4A	27.4777
DENND4B	94.7807
DENND4C	44.195
DENND5A	0.6219
DENND5B	1.4685
DENND6A	103.9548
DENND6B	71.4599
DENR	25.3168
DEPDC1	48.7033
DEPDC1B	0.1353
DEPDC4	76.6787
DEPDC5	17.9053
DEPDC7	51.6485
DEPP1	0.0922
DEPTOR	0.1462
DERA	84.9792
DERL1	0.9874
DERL2	22.8753
DERL3	164.2149
DERPC	0.1596
DES	0
DESI1	17.1289
DESI2	155.7302
DET1	39.5132
DEUP1	0
DEXI	4.0132
DFFA	0.056
DFFB	0
DGAT1	0.6857
DGAT2	10.416
DGAT2L6	0.5047
DGCR2	13.6024
DGCR6	109.1364
DGCR6L	8.7123
DGCR8	11.0472
DGKA	25.6803
DGKB	13.2129
DGKD	105.5326
DGKE	16.9939
DGKG	0.111
DGKH	37.7204
DGKI	67.7522
DGKK	0
DGKQ	56.7714
DGKZ	1.3002
DGLUCY	25.7131
DGUOK	7.4326
DHCR24	26.735
DHCR7	3.8371
DHDDS	10.8194
DHDH	129.1623
DHFR	0
DHFR2	0
DHH	6.2075
DHODH	1.9994
DHPS	8.5416
DHRS1	8.038
DHRS11	0
DHRS12	1.7742
DHRS13	975.0451
DHRS2	30.5448
DHRS3	1.9922
DHRS4	22.2969
DHRS4L2	0.0067
DHRS7	12.4029
DHRS7B	51.8162
DHRS7C	5.6059
DHRS9	2.2039
DHRSX	12.9307
DHTKD1	7.4326
DHX15	41.671
DHX16	0
DHX29	5.7178
DHX30	51.7657
DHX32	6.8326
DHX33	737.5542
DHX34	4.9106
DHX35	17.9201
DHX36	18.1716
DHX37	27.9674
DHX38	17.1599
DHX40	2.599
DHX57	0.1139
DHX58	66.2363
DHX8	8.663
DHX9	294.3484
DIABLO	0.0202
DIAPH1	0
DIAPH2	36.3954
DIAPH3	10.8418
DICER1	0.1067
DIDO1	4.3882
DIMT1	140.2893
DIO1	92.2429
DIO2	0
DIO3	0.3582
DIP2A	37.0868
DIP2B	29.0943
DIP2C	1.5544
DIPK1A	0.0138
DIPK1B	6.3223
DIPK1C	0
DIPK2A	0.1036
DIPK2B	0
DIRAS1	3.1155
DIRAS2	9.4775
DIRAS3	12.9131
DIS3	41.8043
DIS3L	0
DIS3L2	23.1719
DISC1	25.3086
DISP1	4.8744
DISP2	20.1184
DISP3	70.312
DIXDC1	0.7951
DKC1	62.1648
DKK1	159.1092
DKK2	0.016
DKK3	92.9395
DKK4	12.6484
DKKL1	2.5328
DLAT	197.9677
DLC1	0.0355
DLD	14.8575
DLEC1	1.092
DLEU7	0.5831
DLG1	10.7527
DLG2	3.9612
DLG3	6.6054
DLG4	4.9403
DLG5	1.9927
DLGAP1	1.0368
DLGAP2	14.1216
DLGAP3	69.0303
DLGAP4	74.1021
DLGAP5	16.3634
DLK1	0.4221
DLK2	2.013
DLL1	1.3023
DLL3	35.0787
DLL4	0.1993
DLST	9.2077
DLX1	8.8901
DLX2	8.1673
DLX3	15.6773
DLX4	48.6211
DLX5	6.3129
DLX6	51.2675
DMAC1	66.4312
DMAC2	41.4817
DMAC2L	32.136
DMAP1	0.182
DMBT1	0.6124
DMBX1	33.2462
DMC1	0.2086
DMD	12015.1267
DMGDH	42.8606
DMKN	313.8059
DMP1	1.2566
DMPK	89.8995
DMRT1	145.7136
DMRT2	0.0603
DMRT3	1.7831
DMRTA1	4.0795
DMRTA2	17.7687
DMRTB1	0.7935
DMRTC1	0.5762
DMRTC1B	5.3618
DMRTC2	0
DMTF1	19.6683
DMTN	0.0447
DMWD	0
DMXL1	18.8272
DMXL2	0.3723
DNA2	0.1806
DNAAF1	60.2305
DNAAF2	1.4482
DNAAF3	9.4297
DNAAF4	0
DNAAF5	0.0314
DNAAF6	33.0249
DNAH1	7.1335
DNAH10	0
DNAH11	15.5872
DNAH12	1.8821
DNAH14	3.4378
DNAH17	25.7165
DNAH2	24.1231
DNAH3	3.1194
DNAH5	25.1328
DNAH6	793.2554
DNAH7	0.0604
DNAH8	41.3358
DNAH9	189.4871
DNAI1	0
DNAI2	30.7905
DNAI3	8.9009
DNAI4	11.406
DNAJA1	13.2338
DNAJA2	0.127
DNAJA3	0.2053
DNAJA4	16.3816
DNAJB1	37.0927
DNAJB11	10.3435
DNAJB12	15.1158
DNAJB13	0
DNAJB14	22.2037
DNAJB2	0.4265
DNAJB4	8.957
DNAJB5	107.0916
DNAJB6	18.7613
DNAJB7	56.757
DNAJB8	1.1086
